bfs
Level, Expanded Nodes (bfs), Time (bfs), Number of Moves (bfs), Moves
1, 2, 0.00059835, 1, [<Move.SWIPE_LEFT: 0>]
2, 3, 0.0009471500000000001, 1, [<Move.SWIPE_RIGHT: 2>]
3, 5, 0.00129645, 2, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>]
4, 4, 0.00124685, 3, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>]
5, 2, 0.0007479000000000001, 1, [<Move.SWIPE_LEFT: 0>]
6, 2, 0.000698, 1, [<Move.SWIPE_LEFT: 0>]
7, 6, 0.0026428, 2, [<Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>]
8, 9, 0.003939250000000001, 2, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>]
9, 11, 0.005784600000000001, 2, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>]
10, 10, 0.005256000000000001, 3, [<Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>]
11, 8, 0.0033903499999999994, 3, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>]
12, 9, 0.00419455, 3, [<Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
13, 8, 0.0037007500000000005, 3, [<Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>]
14, 15, 0.00799555, 4, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>]
15, 12, 0.005730399999999999, 4, [<Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>]
16, 9, 0.004439650000000002, 4, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
17, 7, 0.0035404, 4, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
18, 13, 0.0057372000000000005, 4, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>]
19, 20, 0.009025250000000002, 4, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>]
20, 12, 0.00633145, 4, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>]
1A, 2, 0.00074475, 1, [<Move.SWIPE_LEFT: 0>]
2A, 5, 0.0021455500000000004, 2, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
3A, 12, 0.005075600000000001, 3, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>]
4A, 14, 0.007479700000000001, 4, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>]
5A, 11, 0.0060666999999999995, 4, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
6A, 19, 0.0097009, 5, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>]
7A, 11, 0.006382850000000001, 5, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>]
8A, 17, 0.00802665, 5, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>]
9A, 26, 0.012072949999999999, 6, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>]
10A, 24, 0.01346715, 6, [<Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>]
11A, 16, 0.008422150000000002, 6, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
12A, 12, 0.0067894999999999995, 6, [<Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>]
13A, 31, 0.01604365, 7, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
14A, 23, 0.013187349999999997, 7, [<Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
15A, 24, 0.010767800000000003, 7, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>]
16A, 26, 0.013638800000000001, 7, [<Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>]
17A, 20, 0.0105468, 8, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>]
