bfs
Level, Expanded Nodes (bfs), Time (bfs), Number of Moves (bfs), Moves
1, 2, 0.0006458500000000001, 1, [<Move.SWIPE_LEFT: 0>]
2, 3, 0.0009962, 1, [<Move.SWIPE_RIGHT: 2>]
3, 5, 0.0012893499999999999, 2, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>]
4, 4, 0.0010966, 3, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>]
5, 2, 0.0006440500000000001, 1, [<Move.SWIPE_LEFT: 0>]
6, 2, 0.0006941499999999999, 1, [<Move.SWIPE_LEFT: 0>]
7, 6, 0.00283055, 2, [<Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>]
8, 9, 0.004191100000000001, 2, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>]
9, 11, 0.005939150000000001, 2, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>]
10, 10, 0.0053839, 3, [<Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>]
11, 8, 0.0036013499999999997, 3, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>]
12, 9, 0.0045624, 3, [<Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
13, 8, 0.0038442500000000004, 3, [<Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>]
14, 15, 0.008076000000000002, 4, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>]
15, 12, 0.0062320000000000006, 4, [<Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>]
16, 9, 0.00448505, 4, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
17, 7, 0.0037365000000000002, 4, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
18, 13, 0.00595915, 4, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>]
19, 20, 0.009422400000000003, 4, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>]
20, 12, 0.00634085, 4, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>]
1A, 2, 0.0006465500000000001, 1, [<Move.SWIPE_LEFT: 0>]
2A, 5, 0.0022952999999999997, 2, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
3A, 12, 0.0052154, 3, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>]
4A, 14, 0.008080500000000001, 4, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>]
5A, 11, 0.0062302, 4, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
6A, 19, 0.009673250000000001, 5, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>]
7A, 11, 0.00623375, 5, [<Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>]
8A, 17, 0.0078774, 5, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>]
9A, 26, 0.012216500000000002, 6, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>]
10A, 24, 0.0136127, 6, [<Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>]
11A, 16, 0.008756300000000003, 6, [<Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
12A, 12, 0.0065792, 6, [<Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>]
13A, 31, 0.0164037, 7, [<Move.SWIPE_DOWN: 1>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>, <Move.SWIPE_LEFT: 0>, <Move.SWIPE_UP: 3>, <Move.SWIPE_RIGHT: 2>, <Move.SWIPE_UP: 3>]
