Episode,Reward
0-99,-33.686868686868685
100-199,-21.636363636363637
200-299,-14.292929292929292
300-399,-12.575757575757576
400-499,-8.83838383838384
500-599,-8.303030303030303
600-699,-6.9393939393939394
700-799,-7.474747474747475
800-899,-6.393939393939394
900-999,-5.818181818181818
1000-1099,-5.505050505050505
1100-1199,-4.959595959595959
1200-1299,-4.5353535353535355
1300-1399,-4.383838383838384
1400-1499,-4.444444444444445
1500-1599,-4.0
1600-1699,-3.878787878787879
1700-1799,-3.8484848484848486
1800-1899,-3.8484848484848486
1900-1999,-3.595959595959596
2000-2099,-3.676767676767677
2100-2199,-3.5353535353535355
2200-2299,-3.585858585858586
2300-2399,-3.4545454545454546
2400-2499,-3.292929292929293
2500-2599,-3.4242424242424243
2600-2699,-3.4242424242424243
2700-2799,-3.1717171717171717
2800-2899,-3.1818181818181817
2900-2999,-3.1414141414141414
3000-3099,-3.1616161616161618
3100-3199,-3.1717171717171717
3200-3299,-3.191919191919192
3300-3399,-3.121212121212121
3400-3499,-3.1313131313131315
3500-3599,-3.090909090909091
3600-3699,-3.090909090909091
3700-3799,-3.101010101010101
3800-3899,-3.1313131313131315
3900-3999,-3.101010101010101
4000-4099,-3.0303030303030303
4100-4199,-3.0202020202020203
4200-4299,-3.0707070707070705
4300-4399,-3.0505050505050506
4400-4499,-3.0707070707070705
4500-4599,-3.01010101010101
4600-4699,-3.0303030303030303
4700-4799,-3.0505050505050506
4800-4899,-3.04040404040404
4900-4999,-3.0606060606060606
5000-5099,-3.04040404040404
5100-5199,-3.04040404040404
5200-5299,-3.0707070707070705
5300-5399,-3.0303030303030303
5400-5499,-3.01010101010101
5500-5599,-3.0303030303030303
5600-5699,-3.0707070707070705
5700-5799,-3.01010101010101
5800-5899,-3.0
5900-5999,-3.0707070707070705
6000-6099,-3.0303030303030303
6100-6199,-3.0303030303030303
6200-6299,-3.0303030303030303
6300-6399,-3.04040404040404
6400-6499,-3.080808080808081
6500-6599,-3.01010101010101
6600-6699,-3.0303030303030303
6700-6799,-3.0303030303030303
6800-6899,-3.01010101010101
6900-6999,-3.0
7000-7099,-3.0303030303030303
7100-7199,-3.0606060606060606
7200-7299,-3.0505050505050506
7300-7399,-3.0606060606060606
7400-7499,-3.0202020202020203
7500-7599,-3.0707070707070705
7600-7699,-3.0202020202020203
7700-7799,-3.0707070707070705
7800-7899,-3.0202020202020203
7900-7999,-3.0606060606060606
8000-8099,-3.0303030303030303
8100-8199,-3.0202020202020203
8200-8299,-3.0303030303030303
8300-8399,-3.04040404040404
8400-8499,-3.0505050505050506
8500-8599,-3.0202020202020203
8600-8699,-3.0
8700-8799,-3.0202020202020203
8800-8899,-3.0303030303030303
8900-8999,-3.0606060606060606
9000-9099,-3.0303030303030303
9100-9199,-3.0202020202020203
9200-9299,-3.0606060606060606
9300-9399,-3.0505050505050506
9400-9499,-3.0303030303030303
9500-9599,-3.101010101010101
9600-9699,-3.0303030303030303
9700-9799,-3.0606060606060606
9800-9899,-3.0202020202020203
9900-9999,-3.0202020202020203
