Episode,Reward
0-99,-60.464646464646464
100-199,-60.38383838383838
200-299,-53.38383838383838
300-399,-41.63636363636363
400-499,-19.252525252525253
500-599,-13.11111111111111
600-699,-11.636363636363637
700-799,-9.505050505050505
800-899,-8.727272727272727
900-999,-8.565656565656566
1000-1099,-7.03030303030303
1100-1199,-6.070707070707071
1200-1299,-5.8686868686868685
1300-1399,-6.03030303030303
1400-1499,-5.333333333333333
1500-1599,-5.484848484848484
1600-1699,-5.343434343434343
1700-1799,-4.959595959595959
1800-1899,-5.03030303030303
1900-1999,-4.595959595959596
2000-2099,-4.636363636363637
2100-2199,-4.686868686868687
2200-2299,-4.707070707070707
2300-2399,-4.434343434343434
2400-2499,-4.4646464646464645
2500-2599,-4.343434343434343
2600-2699,-4.3232323232323235
2700-2799,-4.282828282828283
2800-2899,-4.505050505050505
2900-2999,-4.181818181818182
3000-3099,-4.282828282828283
3100-3199,-4.161616161616162
3200-3299,-4.171717171717172
3300-3399,-4.161616161616162
3400-3499,-4.202020202020202
3500-3599,-4.090909090909091
3600-3699,-4.121212121212121
3700-3799,-4.121212121212121
3800-3899,-4.0606060606060606
3900-3999,-4.090909090909091
4000-4099,-4.03030303030303
4100-4199,-4.0606060606060606
4200-4299,-4.01010101010101
4300-4399,-4.03030303030303
4400-4499,-4.0606060606060606
4500-4599,-4.090909090909091
4600-4699,-4.01010101010101
4700-4799,-4.02020202020202
4800-4899,-4.040404040404041
4900-4999,-4.02020202020202
5000-5099,-4.070707070707071
5100-5199,-4.05050505050505
5200-5299,-4.0606060606060606
5300-5399,-4.05050505050505
5400-5499,-4.02020202020202
5500-5599,-4.040404040404041
5600-5699,-4.05050505050505
5700-5799,-4.05050505050505
5800-5899,-4.02020202020202
5900-5999,-4.05050505050505
6000-6099,-4.05050505050505
6100-6199,-4.0
6200-6299,-4.02020202020202
6300-6399,-4.05050505050505
6400-6499,-4.08080808080808
6500-6599,-4.0
6600-6699,-4.040404040404041
6700-6799,-4.08080808080808
6800-6899,-4.01010101010101
6900-6999,-4.070707070707071
7000-7099,-4.02020202020202
7100-7199,-4.03030303030303
7200-7299,-4.070707070707071
7300-7399,-4.070707070707071
7400-7499,-4.05050505050505
7500-7599,-4.02020202020202
7600-7699,-4.070707070707071
7700-7799,-4.090909090909091
7800-7899,-4.05050505050505
7900-7999,-4.02020202020202
8000-8099,-4.040404040404041
8100-8199,-4.040404040404041
8200-8299,-4.111111111111111
8300-8399,-4.08080808080808
8400-8499,-4.040404040404041
8500-8599,-4.05050505050505
8600-8699,-4.02020202020202
8700-8799,-4.05050505050505
8800-8899,-4.01010101010101
8900-8999,-4.0
9000-9099,-4.040404040404041
9100-9199,-4.02020202020202
9200-9299,-4.0606060606060606
9300-9399,-4.070707070707071
9400-9499,-4.0606060606060606
9500-9599,-4.08080808080808
9600-9699,-4.08080808080808
9700-9799,-4.090909090909091
9800-9899,-4.05050505050505
9900-9999,-4.03030303030303
